dt_captura,no_emissor,link,no_tipo_rating,de_rating_br,dt_acao_rating,de_acao_rating,de_outlook,de_classe,de_escala
2026-08-04,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOLAR KOMPASS ENERGIA,https://www.liberumratings.com.br/detalhes-ativo/25344,FIDC,CP4,2022-12-13,Atribuição,Estável,Mezanino,Curto prazo
2026-08-04,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOLAR KOMPASS ENERGIA,https://www.liberumratings.com.br/detalhes-ativo/25344,FIDC,BB+,2022-12-13,Atribuição,Estável,Mezanino,Longo prazo
2026-08-20,VERSATILE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/25349,FIDC,BB+,2022-12-14,Confirmação,Estável,Mezanino,Longo prazo
2026-08-20,VERSATILE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/25349,FIDC,BBB,2022-12-14,Confirmação,Estável,Senior,Longo prazo
2026-08-20,VERSATILE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/25349,FIDC,B,2022-12-14,Confirmação,Estável,Subordinada,Longo prazo
2026-08-20,C&J FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/25345,FIDC,B,2022-12-14,Confirmação,Estável,Subordinada,Longo prazo
2026-09-14,RCL3X FIAGRO - DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/26538,FIDC,AAA,2023-10-27,Confirmação,Estável,Senior,Longo prazo
2026-09-14,RCL3X FIAGRO - DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/26538,FIDC,CP1,2023-10-27,Confirmação,Estável,Senior,Curto prazo
2026-09-14,RCL3X FIAGRO - DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/26538,FIDC,CP1,2023-10-27,Atribuição,Estável,Senior,Curto prazo
2026-09-14,RCL3X FIAGRO - DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/26538,FIDC,AAA,2023-10-27,Atribuição,Estável,Senior,Longo prazo
2026-09-15,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALI CRÉDITO,https://www.liberumratings.com.br/detalhes-ativo/25356,FIDC,BBB-,2022-12-16,Confirmação,Estável,Senior,Longo prazo
2026-09-15,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALI CRÉDITO,https://www.liberumratings.com.br/detalhes-ativo/25356,FIDC,CP3,2022-12-16,Confirmação,Estável,Senior,Curto prazo
2026-09-17,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PH TECH,https://www.liberumratings.com.br/detalhes-ativo/26499,FIDC,BBB+,2023-10-26,Confirmação,Estável,Mezanino,Longo prazo
2026-09-17,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PH TECH,https://www.liberumratings.com.br/detalhes-ativo/26499,FIDC,AA,2023-10-26,Confirmação,Estável,Senior,Longo prazo
2026-09-17,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA CREDITAS AUTO,https://www.liberumratings.com.br/detalhes-ativo/25359,FIDC,CP3,2022-12-19,Confirmação,Estável,Mezanino,Curto prazo
2026-09-17,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA CREDITAS AUTO,https://www.liberumratings.com.br/detalhes-ativo/25359,FIDC,BBB-,2022-12-19,Confirmação,Estável,Mezanino,Longo prazo
2026-09-17,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA CREDITAS AUTO,https://www.liberumratings.com.br/detalhes-ativo/25359,FIDC,A+,2022-12-19,Confirmação,Estável,Senior,Longo prazo
2026-09-17,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA CREDITAS AUTO,https://www.liberumratings.com.br/detalhes-ativo/25359,FIDC,CP2,2022-12-19,Confirmação,Estável,Senior,Curto prazo
2026-09-17,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA CREDITAS AUTO,https://www.liberumratings.com.br/detalhes-ativo/25359,FIDC,CP2,2022-12-19,Confirmação,Estável,Senior,Curto prazo
2026-09-17,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA CREDITAS AUTO,https://www.liberumratings.com.br/detalhes-ativo/25359,FIDC,A+,2022-12-19,Confirmação,Estável,Senior,Longo prazo
2026-09-17,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA CREDITAS AUTO,https://www.liberumratings.com.br/detalhes-ativo/25359,FIDC,A+,2022-12-19,Confirmação,Estável,Senior,Longo prazo
2026-09-17,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA CREDITAS AUTO,https://www.liberumratings.com.br/detalhes-ativo/25359,FIDC,CP2,2022-12-19,Confirmação,Estável,Senior,Curto prazo
2026-09-17,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA CREDITAS AUTO,https://www.liberumratings.com.br/detalhes-ativo/25359,FIDC,CP2,2022-12-19,Confirmação,Estável,Senior,Curto prazo
2026-09-17,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA CREDITAS AUTO,https://www.liberumratings.com.br/detalhes-ativo/25359,FIDC,A+,2022-12-19,Confirmação,Estável,Senior,Longo prazo
2026-09-17,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA CREDITAS AUTO,https://www.liberumratings.com.br/detalhes-ativo/25359,FIDC,CP3,2022-12-19,Confirmação,Estável,Mezanino,Curto prazo
2026-09-17,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA CREDITAS AUTO,https://www.liberumratings.com.br/detalhes-ativo/25359,FIDC,BBB-,2022-12-19,Confirmação,Estável,Mezanino,Longo prazo
2026-09-17,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA CREDITAS AUTO,https://www.liberumratings.com.br/detalhes-ativo/25359,FIDC,BBB-,2022-12-19,Confirmação,Estável,Mezanino,Longo prazo
2026-09-17,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA CREDITAS AUTO,https://www.liberumratings.com.br/detalhes-ativo/25359,FIDC,CP3,2022-12-19,Confirmação,Estável,Mezanino,Curto prazo
2026-09-17,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA CREDITAS AUTO,https://www.liberumratings.com.br/detalhes-ativo/25359,FIDC,CP3,2022-12-19,Confirmação,Estável,Mezanino,Curto prazo
2026-09-17,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA CREDITAS AUTO,https://www.liberumratings.com.br/detalhes-ativo/25359,FIDC,BBB-,2022-12-19,Confirmação,Estável,Mezanino,Longo prazo
2026-09-21,Urbe Fundo de Investimento em Direitos Creditórios Multissetorial LP,https://www.liberumratings.com.br/detalhes-ativo/25352,FIDC,B,2022-12-15,Confirmação,Estável,Subordinada,Longo prazo
2026-09-22,ELDORADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,https://www.liberumratings.com.br/detalhes-ativo/26586,FIDC,C,2023-11-09,Confirmação,Estável,Subordinada,Longo prazo
2026-09-22,ELDORADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,https://www.liberumratings.com.br/detalhes-ativo/26586,FIDC,CP5,2023-11-09,Encerramento,Estável,Senior,Curto prazo
2026-09-22,ELDORADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,https://www.liberumratings.com.br/detalhes-ativo/26586,FIDC,B,2023-11-09,Encerramento,Estável,Senior,Longo prazo
2026-09-22,ELDORADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,https://www.liberumratings.com.br/detalhes-ativo/26586,FIDC,B,2023-11-09,Confirmação,Estável,Senior,Longo prazo
2026-09-22,ELDORADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,https://www.liberumratings.com.br/detalhes-ativo/26586,FIDC,CP5,2023-11-09,Confirmação,Estável,Senior,Curto prazo
2026-09-22,CITY - 02 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,https://www.liberumratings.com.br/detalhes-ativo/25355,FIDC,CCC,2022-12-19,Atribuição,Estável,Única,Longo prazo
2026-09-22,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ASAAS,https://www.liberumratings.com.br/detalhes-ativo/25342,FIDC,CCC,2022-12-20,Confirmação,Estável,Subordinada,Longo prazo
2026-09-23,SQUID FUNDO DE INVESTIMENTO EM DIRETOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/25351,FIDC,BB+,2022-12-15,Confirmação,Negativa,Mezanino,Longo prazo
2026-09-23,SQUID FUNDO DE INVESTIMENTO EM DIRETOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/25351,FIDC,CP4,2022-12-15,Confirmação,Negativa,Mezanino,Curto prazo
2026-09-23,SQUID FUNDO DE INVESTIMENTO EM DIRETOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/25351,FIDC,CP3,2022-12-15,Confirmação,Negativa,Senior,Curto prazo
2026-09-23,SQUID FUNDO DE INVESTIMENTO EM DIRETOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/25351,FIDC,BBB,2022-12-15,Confirmação,Negativa,Senior,Longo prazo
2026-09-24,JGP ESTRUTURADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS,https://www.liberumratings.com.br/detalhes-ativo/26602,FIDC,CP5,2023-11-09,Confirmação,Estável,Única,Curto prazo
2026-09-24,JGP ESTRUTURADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS,https://www.liberumratings.com.br/detalhes-ativo/26602,FIDC,C,2023-11-09,Confirmação,Estável,Única,Longo prazo
2026-09-24,MUNDI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,https://www.liberumratings.com.br/detalhes-ativo/25354,FIDC,C,2022-12-20,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,LINK BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/25439,FIDC,B,2023-01-18,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,GFM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTICREDITO,https://www.liberumratings.com.br/detalhes-ativo/25416,FIDC,CP3,2023-01-19,Confirmação,Estável,Mezanino,Curto prazo
2026-09-25,GFM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTICREDITO,https://www.liberumratings.com.br/detalhes-ativo/25416,FIDC,BBB+,2023-01-19,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,GFM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTICREDITO,https://www.liberumratings.com.br/detalhes-ativo/25416,FIDC,A+,2023-01-19,Confirmação,Estável,Senior,Longo prazo
2026-09-25,GFM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTICREDITO,https://www.liberumratings.com.br/detalhes-ativo/25416,FIDC,CP2,2023-01-19,Confirmação,Estável,Senior,Curto prazo
2026-09-25,GFM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTICREDITO,https://www.liberumratings.com.br/detalhes-ativo/25416,FIDC,B+,2023-01-19,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SABIA CREDIT,https://www.liberumratings.com.br/detalhes-ativo/25403,FIDC,A-,2023-01-23,Confirmação,Estável,Senior,Longo prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SABIA CREDIT,https://www.liberumratings.com.br/detalhes-ativo/25403,FIDC,CP2,2023-01-23,Confirmação,Estável,Senior,Curto prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SABIA CREDIT,https://www.liberumratings.com.br/detalhes-ativo/25403,FIDC,B,2023-01-23,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SABIA CREDIT,https://www.liberumratings.com.br/detalhes-ativo/25403,FIDC,CP2,2023-01-23,Confirmação,Estável,Senior,Curto prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SABIA CREDIT,https://www.liberumratings.com.br/detalhes-ativo/25403,FIDC,A-,2023-01-23,Confirmação,Estável,Senior,Longo prazo
2026-09-25,911 MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/29211,FIDC,CP5,2026-09-24,Confirmação,Estável,Mezanino,Curto prazo
2026-09-25,911 MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/29211,FIDC,BB-,2026-09-24,Confirmação,Estável,Senior,Longo prazo
2026-09-25,911 MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/29211,FIDC,CP4,2026-09-24,Confirmação,Estável,Senior,Curto prazo
2026-09-25,911 MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/29211,FIDC,B,2026-09-24,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,INTRABANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE ILIMITADA,https://www.liberumratings.com.br/detalhes-ativo/29223,FIDC,CCC,2026-09-23,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,DAYCOVAL CONCRÉDITO CLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/29209,FIDC,A,2026-09-23,Aumento,Estável,Senior,Longo prazo
2026-09-25,DAYCOVAL CONCRÉDITO CLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/29209,FIDC,CP2,2026-09-23,Aumento,Estável,Senior,Curto prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ZIPDIN I,https://www.liberumratings.com.br/detalhes-ativo/29217,FIDC,A-,2026-09-21,Confirmação,Estável,Senior,Longo prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ZIPDIN I,https://www.liberumratings.com.br/detalhes-ativo/29217,FIDC,CP2,2026-09-21,Confirmação,Estável,Senior,Curto prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ZIPDIN I,https://www.liberumratings.com.br/detalhes-ativo/29217,FIDC,CP3,2026-09-21,Confirmação,Estável,Mezanino,Curto prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ZIPDIN I,https://www.liberumratings.com.br/detalhes-ativo/29217,FIDC,BBB-,2026-09-21,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,LARCA CONSIGNADO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/29221,FIDC,A-,2026-09-22,Rebaixamento,Negativa,Senior,Longo prazo
2026-09-25,LARCA CONSIGNADO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/29221,FIDC,CP2,2026-09-22,Atribuição,Negativa,Senior,Curto prazo
2026-09-25,KEYCASH HOME EQUITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/29216,FIDC,BBB,2026-09-17,Confirmação,Estável,Senior,Longo prazo
2026-09-25,KEYCASH HOME EQUITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/29216,FIDC,CP3,2026-09-17,Confirmação,Estável,Senior,Curto prazo
2026-09-25,B4 TRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/29146,FIDC,B,2026-09-15,Confirmação,Negativa,Subordinada,Longo prazo
2026-09-25,B4 TRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/29146,FIDC,CP2,2026-09-15,Confirmação,Negativa,Senior,Curto prazo
2026-09-25,B4 TRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/29146,FIDC,A,2026-09-15,Confirmação,Negativa,Senior,Longo prazo
2026-09-25,B4 TRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/29146,FIDC,A,2026-09-15,Confirmação,Negativa,Senior,Longo prazo
2026-09-25,B4 TRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/29146,FIDC,CP2,2026-09-15,Confirmação,Negativa,Senior,Curto prazo
2026-09-25,B4 TRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/29146,FIDC,CP2,2026-09-15,Confirmação,Negativa,Senior,Curto prazo
2026-09-25,B4 TRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/29146,FIDC,A,2026-09-15,Confirmação,Negativa,Senior,Longo prazo
2026-09-25,B4 TRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/29146,FIDC,A,2026-09-15,Confirmação,Negativa,Senior,Longo prazo
2026-09-25,B4 TRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/29146,FIDC,CP2,2026-09-15,Confirmação,Negativa,Senior,Curto prazo
2026-09-25,TITAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/29210,FIDC,BBB,2026-09-15,Confirmação,Estável,Senior,Longo prazo
2026-09-25,TITAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/29210,FIDC,CP3,2026-09-15,Confirmação,Estável,Senior,Curto prazo
2026-09-25,SANTIAGO HOME EQUITY FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/29212,FIDC,BB-,2026-09-15,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,SANTIAGO HOME EQUITY FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/29212,FIDC,B,2026-09-15,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,SANTIAGO HOME EQUITY FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/29212,FIDC,CP3,2026-09-15,Confirmação,Estável,Senior,Curto prazo
2026-09-25,SANTIAGO HOME EQUITY FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/29212,FIDC,BBB,2026-09-15,Confirmação,Estável,Senior,Longo prazo
2026-09-25,SANTIAGO HOME EQUITY FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/29212,FIDC,CP4,2026-09-15,Confirmação,Estável,Mezanino,Curto prazo
2026-09-25,FINTRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/29205,FIDC,CCC,2026-09-15,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SANTA CRUZ CAPITAL,https://www.liberumratings.com.br/detalhes-ativo/29218,FIDC,C,2026-09-14,Encerramento,Estável,Senior,Longo prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SANTA CRUZ CAPITAL,https://www.liberumratings.com.br/detalhes-ativo/29218,FIDC,CP5,2026-09-14,Encerramento,Estável,Senior,Curto prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SANTA CRUZ CAPITAL,https://www.liberumratings.com.br/detalhes-ativo/29218,FIDC,C,2026-09-14,Encerramento,Estável,Mezanino,Longo prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SANTA CRUZ CAPITAL,https://www.liberumratings.com.br/detalhes-ativo/29218,FIDC,CP5,2026-09-14,Encerramento,Estável,Mezanino,Curto prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SANTA CRUZ CAPITAL,https://www.liberumratings.com.br/detalhes-ativo/29218,FIDC,C,2026-09-14,Encerramento,Estável,Mezanino,Longo prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SANTA CRUZ CAPITAL,https://www.liberumratings.com.br/detalhes-ativo/29218,FIDC,CP5,2026-09-14,Encerramento,Estável,Mezanino,Curto prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SANTA CRUZ CAPITAL,https://www.liberumratings.com.br/detalhes-ativo/29218,FIDC,C,2026-09-14,Encerramento,Estável,Mezanino,Longo prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SANTA CRUZ CAPITAL,https://www.liberumratings.com.br/detalhes-ativo/29218,FIDC,CP5,2026-09-14,Encerramento,Estável,Mezanino,Curto prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS FACTA CONSIGNADO INSS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/29215,FIDC,A,2026-09-14,Confirmação,Estável,Senior,Longo prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS FACTA CONSIGNADO INSS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/29215,FIDC,CP2,2026-09-14,Confirmação,Estável,Senior,Curto prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS FACTA CONSIGNADO INSS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/29215,FIDC,CP4,2026-09-14,Confirmação,Estável,Mezanino,Curto prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS FACTA CONSIGNADO INSS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/29215,FIDC,BB,2026-09-14,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SABIA CREDIT,https://www.liberumratings.com.br/detalhes-ativo/29185,FIDC,B,2026-09-11,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SABIA CREDIT,https://www.liberumratings.com.br/detalhes-ativo/29185,FIDC,CP2,2026-09-11,Confirmação,Estável,Senior,Curto prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SABIA CREDIT,https://www.liberumratings.com.br/detalhes-ativo/29185,FIDC,A-,2026-09-11,Confirmação,Estável,Senior,Longo prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS GENIAL MULTI CONSIGNADOS II RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/29201,FIDC,B+,2026-09-10,Confirmação,Estável,Senior,Longo prazo
2026-09-25,BARCELONA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/29194,FIDC,CP2,2026-09-09,Confirmação,Estável,Senior,Curto prazo
2026-09-25,BARCELONA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/29194,FIDC,BBB-,2026-09-09,Aumento,Estável,Mezanino,Longo prazo
2026-09-25,BARCELONA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/29194,FIDC,A,2026-09-09,Aumento,Estável,Senior,Longo prazo
2026-09-25,BARCELONA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/29194,FIDC,CP3,2026-09-09,Aumento,Estável,Mezanino,Curto prazo
2026-09-25,BARCELONA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/29194,FIDC,B,2026-09-09,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,GARSON CARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/29204,FIDC,BB,2026-09-09,Encerramento,Negativa,Subordinada,Longo prazo
2026-09-25,GARSON BR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/29203,FIDC,CCC,2026-09-09,Encerramento,Estável,Subordinada,Longo prazo
2026-09-25,MACCA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/29199,FIDC,BB,2026-09-04,Encerramento,Estável,Senior,Longo prazo
2026-09-25,MACCA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/29199,FIDC,BB,2026-09-04,Confirmação,Estável,Senior,Longo prazo
2026-09-25,CREDIT PARTNERS FUNDO DE INVESTIMENTO EM DIREITO CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/29189,FIDC,CCC,2026-09-02,Confirmação,Negativa,Subordinada,Longo prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LF I – SEGMENTO FINANCEIRO – RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/29188,FIDC,A-,2026-09-02,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LF I – SEGMENTO FINANCEIRO – RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/29188,FIDC,CP2,2026-09-02,Confirmação,Estável,Mezanino,Curto prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGBEM,https://www.liberumratings.com.br/detalhes-ativo/29197,FIDC,AA,2026-08-28,Encerramento,Estável,Senior,Longo prazo
